stage,trial,mean_score,std_score,radio_p_min,radio_p_max,radio_w_req,radio_w_load,radio_w_inter,radio_w_block,radio_w_demand,radio_sig_k,radio_ch_min,radio_ch_max,radio_w_cov,radio_w_chmatch,radio_w_block_ch,radio_w_demand_ch,radio_sig_k_ch,compute_off_base,compute_off_demand_k,compute_off_queue_k,compute_cpu_base,compute_cpu_queue_k,compute_cpu_demand_k,compute_cpu_min
compute,15,9.824592056395703,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.33689363664863076,1.187961637712061,1.9595602734392839,0.35070900686735434,1.190643271466814,1.4920526234025373,0.1349194953958048
compute,16,5.68309473360958,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.4887830658707296,1.3538309538288478,1.968974590573348,0.14814347596285407,1.4054268343439305,0.1528412359718173,0.13058442531279968
compute,17,4.718723775492604,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.5732096569126865,0.769098096450167,1.082431232169418,0.028674201134530543,2.399436305823051,0.15450402619523818,0.008215818660969388
compute,18,34.22026800227477,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.14763996690296308,0.09829565087757364,1.1377946060294057,0.4128702410056899,0.7814248725714599,0.07644072386232909,0.02232007364984534
compute,19,24.08344423017909,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.23070262679395684,0.0907926762398042,1.7454743140247837,0.1656164332198496,0.7551789219590963,0.5911886657671462,0.08332192661382959
compute,20,72.07044238804161,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.0009964246048803193,0.16810555649804632,2.1569114093521953,0.0009864500095265072,1.2704183895321877,0.7342530097608122,0.06661883220212757
compute,21,8.282170452052533,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.2587962120878698,1.1708717062898764,2.1030092655373913,0.20827883473220005,0.8062261024193246,0.3637242795424991,0.09597268011021304
compute,22,16.95140276126048,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.40995501459528777,0.3423793131951308,0.8268393551371667,0.7443076940713205,0.12142322461739519,0.6911544078593493,0.14231160831935558
compute,23,76.95207931416869,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.09027240693448443,0.07106103000822278,0.3455134290963269,0.7350585548245463,0.023149454552808535,0.28248296221702773,0.00625670258032891
compute,24,16.734060848632527,0.0,0.4631459620971789,0.9584643087359067,0.28049817799722154,1.1080722870780988,0.2171514822708871,1.3444801860796234,0.5624675676780166,8.934803712227115,0.25990822271467123,0.8496208697464771,0.21548189191179312,1.8320236902752158,0.46042798178976163,0.07482511235235956,7.99367222452335,0.06637768053732196,0.9302239299424444,0.6040972718477144,0.45536964034454147,1.4754884569153153,1.2741529996346685,0.0009482785823747841
