episode_id,episode_len,episode_return,local_data_rate_Mbps,local_served_throughput_Mbps,local_demand_Mbps,local_power_mW,local_channels,users_in_cov,assoc_users,local_avg_latency_ms,local_util,local_mec_queue_cycles,local_cpu_used_cycles_per_s,local_offload_frac,local_cpu_util_frac,total_throughput_Mbps,avg_throughput_Mbps,avg_latency_ms,p95_latency_ms,deadline_satisfaction,blocking_rate,avg_qoe,total_radio_power_mW,total_cpu_power_W,step_energy_J,energy_per_task_J,jain_fairness,jain_fairness_bs,jain_fairness_users,num_users,num_base_stations,mean_assoc_frac,mean_channel_reward,env_step_walltime_ms,U_norm,D_norm,E_norm,L_norm,V_fair,global_reward,reward_w_lat,reward_w_thr,reward_w_dead,reward_w_qoe,reward_w_eng,reward_w_block,reward_w_fair,svc_safety_avg_throughput_Mbps,svc_safety_avg_latency_ms,svc_safety_p95_latency_ms,svc_safety_deadline_satisfaction,svc_safety_avg_qoe,svc_infotainment_avg_throughput_Mbps,svc_infotainment_avg_latency_ms,svc_infotainment_p95_latency_ms,svc_infotainment_deadline_satisfaction,svc_infotainment_avg_qoe
0,200,8.535398901192137,26.845384329377335,22.087944373803403,109.56789477563262,23838.85396718979,52.38,38.425,23.375,1199.0636371529288,0.20567451038326787,33859905182.890335,26239968962.967396,0.6091465529799461,0.5247993792593479,101.84072988926127,1.0184072988926127,2043.9823344574265,4377.977933813268,0.00805,0.014849999999999999,0.22332619866915873,96477.88678407669,86987.3708710755,87083.84875785958,32430.780775339248,0.9648691593843473,0.9648691593843473,0.5776418728379383,100.0,4.0,0.6368786353360268,0.8553878980168593,11.243476867675781,0.10184072988926127,1.0,1.0,1.0,0.03513084061565285,0.042676994505960714,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.7041009017359734,2056.415405978652,4311.476920210561,0.009032258064516128,0.3482998067001887,1.1596174193542914,2038.3964617449922,4360.621290020116,0.0076086956521739125,0.16717863564072494
1,200,6.483772901920846,27.39208762921336,25.436175520902065,124.93389592414503,24259.359633922577,53.42,41.485,23.97,1364.0004086250792,0.20857021751118368,39749205523.967224,26707291752.09999,0.6137345263361931,0.5341458350419999,96.99614880388509,0.969961488038851,2298.064218207574,4875.493820782887,0.01195,0.0231,0.1975493837076433,96442.44594573975,94757.8080163634,94854.25046230914,49327.96586589322,0.9628520475614576,0.9628520475614576,0.5418752410282633,100.0,4.0,0.6547808205058442,0.8476358008558746,11.048223972320557,0.09699614880388509,1.0,1.0,1.0,0.03714795243854242,0.03241886450960427,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.5975101879504707,2098.0180457944334,4841.358617420797,0.01685185185185185,0.30596852434714245,1.1077174483455121,2372.0538984151744,4869.858257342016,0.010136986301369864,0.1574491536081025
2,200,8.305069977148344,23.25897052318296,20.395371163640604,145.1065889234409,24012.121379375458,51.93,37.165,23.87,1299.931215257932,0.1431914541152862,38174757419.17712,26683213390.409946,0.6116376966238022,0.533664267808199,94.39412497597048,0.9439412497597048,1929.312263774771,3668.3084598352634,0.00685,0.0069500000000000004,0.21841715010289245,97665.30523300171,82327.48745614126,82425.15276137425,24622.181056177542,0.9770196736208284,0.9770196736208284,0.5827238922951082,100.0,4.0,0.6124199266622323,0.8694171931945976,11.322698593139648,0.09439412497597047,1.0,1.0,1.0,0.022980326379171575,0.04152534988574171,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.6940984989436143,1888.6177528079972,3597.0510453212214,0.00765625,0.34884269720072586,1.061514308967277,1948.4626218767826,3655.2172913885083,0.006470588235294118,0.15704042205685323
3,200,8.138045673118338,23.383879151883992,21.505331616149743,107.21728574201798,23148.127102851868,48.195,33.82,21.895,919.5369250984039,0.20385906738180462,24937228375.264755,25698763459.920883,0.6057056337594986,0.5139752691984176,103.16096578514333,1.0316096578514333,1674.208037207927,3744.27949224661,0.011850000000000001,0.024550000000000006,0.2168798943790093,95395.6739783287,81331.40823072144,81426.80390469977,36187.84009665875,0.9721797031634591,0.9721797031634591,0.5526638280025773,100.0,4.0,0.6844547441420411,0.8432725187732246,11.016632318496704,0.10316096578514333,1.0,1.0,1.0,0.027820296836540956,0.04069022836559169,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.705783514925769,1646.6146860450897,3635.297761139372,0.0106,0.35580478040992986,1.1402183721599883,1683.4058209288726,3717.343744000171,0.012266666666666665,0.1705715990353691
4,200,11.24294304322768,35.90662677525007,31.043996144859616,132.84616287243213,23736.952257156372,54.52,41.545,28.305,3351.262459773345,0.23577377979022848,118811113612.35431,30085902079.939842,0.5538005064427852,0.6017180415987968,107.88829306019339,1.0788829306019339,2203.3352986368322,4476.483899214726,0.01425,0.01625,0.2565505714938484,95504.46902513504,87497.90138452075,87593.40585354589,41996.861581948775,0.9728305584992586,0.9728305584992586,0.5930950631563056,100.0,4.0,0.6506236501120557,0.8540540324455763,11.259697675704956,0.10788829306019337,1.0,1.0,1.0,0.027169441500741333,0.0562147152161384,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.7666947973028582,2356.370624294746,4432.653172032521,0.01242857142857143,0.3837651414389547,1.24698423314759,2120.9316617441095,4453.929594090364,0.01523076923076923,0.1880504184464835
5,200,6.891201261796563,28.006424784297582,26.482089398114095,139.4994206485048,24083.27819108963,54.41,41.475,25.835,2337.7422507919114,0.1976019116215764,75919087339.11667,28273483283.817772,0.5861770358681678,0.5654696656763554,95.74973481634716,0.9574973481634718,2000.7133636294277,4236.51842737948,0.0085,0.0196,0.20239778504918157,97590.96266031265,85157.07069972705,85254.66166238737,32617.281773286024,0.9723175034932423,0.9723175034932423,0.5630837677794231,100.0,4.0,0.6145191671039058,0.8652524868306942,11.419565677642822,0.09574973481634717,1.0,1.0,1.0,0.02768249650675769,0.034456006308982844,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.6152162803329808,2068.4961640441747,4131.480838037897,0.007962962962962963,0.30118635182299625,1.0840944554432423,1975.643012791097,4219.191867109711,0.008698630136986301,0.1658595480232501
6,200,5.108969798729742,25.43025286761016,22.068278878481866,141.07733191540862,23506.674695014954,48.84,37.675,24.16,1488.5463446284548,0.15989142718077534,43989196657.42125,26880094297.230244,0.6071773999929428,0.5376018859446049,87.75622296505502,0.8775622296505503,1979.1597949395543,3958.126311750289,0.009399999999999999,0.022650000000000007,0.193378719818416,97532.24424123764,85059.8884035702,85157.42064781144,31496.85038202929,0.9385436615860742,0.9385436615860742,0.5455836561601102,100.0,4.0,0.6166293440044665,0.866655375831487,11.384565830230713,0.08775622296505503,1.0,1.0,1.0,0.061456338413925844,0.025544848993648717,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.655137273316893,2076.2153861565525,3892.077346567786,0.009655172413793104,0.3161858222990554,0.9684118597023257,1939.5173703579637,3921.4300150473714,0.009295774647887323,0.14321807232632386
7,200,10.09056361336142,28.826653606466195,27.503157011773425,136.47234786148314,23263.269817829132,47.48,32.15,21.76,886.206499501637,0.20572903706955642,24291758091.32969,25967455290.25793,0.6125663438439369,0.5193491058051586,100.82606455417758,1.0082606455417755,2067.4399332372527,4374.966475473793,0.011300000000000001,0.0097,0.23573212644712918,96341.10523462296,85968.52925270855,86064.87035794317,35092.20086820951,0.9916536076641509,0.9916536076641509,0.5791288200540019,100.0,4.0,0.6556018314158399,0.849049725727986,11.254949569702148,0.10082606455417757,1.0,1.0,1.0,0.008346392335849207,0.05045281806680709,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.764377519161452,2216.822838151346,4329.118497748943,0.007857142857142858,0.3656317062846587,1.1395823289773346,1987.002984437356,4349.129140189802,0.013153846153846157,0.1657861988423056
8,200,7.294992070257887,26.17347382955839,22.130409350104856,113.5529393900423,23539.440298080444,48.57,38.43,23.485,1267.1710339730328,0.19947056277614977,36469963308.67382,26274590402.841568,0.603895812034607,0.5254918080568314,91.4304651350937,0.9143046513509369,1744.6960624531628,3496.891110608772,0.00635,0.025150000000000002,0.21462151823295922,96378.24641466141,79841.16307906849,79937.54132548315,23119.66554997744,0.9841936534087359,0.9841936534087359,0.571449285274551,100.0,4.0,0.632235709441665,0.8702851557218623,11.2394118309021,0.09143046513509369,1.0,1.0,1.0,0.015806346591264248,0.03647496035128945,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.7905878137119449,1771.4407715922273,3404.0892624903936,0.0071875,0.3658196289592513,0.972524339651639,1732.1103169759558,3471.818320470253,0.005955882352941176,0.14346946612646888
9,200,9.576212624477172,20.935845174932243,19.346479547041714,76.58430562629317,22870.495665073395,46.08,33.67,20.56,892.6001448406183,0.25517961718514937,23831096425.471172,25308053486.049175,0.5983570697903633,0.5061610697209835,93.96500404999728,0.9396500404999728,2287.440700807918,4880.501740744686,0.0123,0.01615,0.24605732413778525,94654.0516257286,88761.8712225972,88856.52527422292,40070.42691893286,0.9664436466605111,0.9664436466605111,0.5651418504322975,100.0,4.0,0.6414289998083413,0.8692774836961309,11.266756057739258,0.09396500404999727,1.0,1.0,1.0,0.03355635333948901,0.047881063122385846,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.6675252507317001,2372.818843071599,4886.990325237021,0.012325581395348837,0.33651686651904383,1.1449371626058626,2223.0326285739125,4837.50519620426,0.012280701754385963,0.17781591497297616
10,200,8.099523631848395,33.22099845141068,27.791981309031208,128.93250811782372,24179.69090938568,53.85,43.265,26.2,1918.1357001555962,0.22133989910215182,61345075258.13438,27514445655.04789,0.5942154507339,0.5502889131009578,98.53897226015974,0.9853897226015974,1798.6134368993953,3724.411123787621,0.00735,0.012549999999999999,0.21260478279924766,97666.1346077919,82223.7698930589,82321.4360276667,28329.42901835027,0.9819449164141976,0.9819449164141976,0.5626651576942375,100.0,4.0,0.6215569890553977,0.861704616597446,11.308462619781494,0.09853897226015974,1.0,1.0,1.0,0.018055083585802375,0.04049761815924198,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.7793478270942589,1853.2288953918257,3624.055556800993,0.005178571428571428,0.36600740533051107,1.0655171264100067,1777.3740919301167,3702.0658344438475,0.008194444444444443,0.152948207370423
11,200,8.849318778802843,29.71143717367815,24.719662593334984,117.65244243949194,22402.193236351013,45.805,34.58,26.74,2552.4297007315186,0.2138783298868301,83635845799.47801,28289629153.9073,0.5639585612714291,0.565792583078146,98.35058573213904,0.9835058573213903,2481.3275513922713,4633.325288511439,0.01,0.014950000000000001,0.22902714621477224,93390.21707773209,91753.11780909411,91846.50802617185,43627.41686853038,0.9702327430994085,0.9702327430994085,0.5502348303941323,100.0,4.0,0.6983748526625996,0.8477309811036227,11.080963611602783,0.09835058573213903,1.0,1.0,1.0,0.02976725690059153,0.04424659389401422,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.7515529645106872,2523.54702429891,4562.320477027784,0.008552631578947367,0.3561986181727231,1.1256705335602084,2455.4511002559448,4632.630267337533,0.010887096774193548,0.15108334082118943
12,200,8.65345794743392,29.143092105436104,26.888842093059896,167.28597759525292,24488.255202770233,57.93,47.5,30.17,3779.3623764502186,0.164847916645684,150104042665.55972,31695492193.102837,0.5462422792613506,0.6339098438620567,90.21953120170332,0.9021953120170332,2232.543674030999,4573.285129816798,0.013500000000000002,0.014199999999999999,0.23253127883909194,96611.27477884293,89556.95929379336,89653.5705685722,42718.53584628887,0.9658204672493105,0.9658204672493105,0.6116494031895064,100.0,4.0,0.6250232629384186,0.8604242335420378,11.340725421905518,0.0902195312017033,1.0,1.0,1.0,0.03417953275068944,0.043267289737169624,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.747680184621321,2161.1971395261035,4536.208768657828,0.013571428571428573,0.37351350664763344,0.985395765230109,2270.961038764404,4574.102839585817,0.013461538461538462,0.1566177715575696
13,200,8.995728189066408,32.46735129448068,27.249498727877256,117.42593619571288,24041.720402240753,54.315,40.545,24.095,1535.1042099279073,0.2347536828683203,45627474083.969444,26676365070.044994,0.5977255879342556,0.5335273014008999,103.65818038313108,1.0365818038313108,1918.7797279333981,3875.6141494834487,0.00845,0.026549999999999997,0.23717974319168622,95860.19330024719,83085.1007724826,83180.96096578286,34644.946234204464,0.9634726387288686,0.9634726387288686,0.5847702658600901,100.0,4.0,0.6457945544909797,0.8565061826324761,11.1002779006958,0.10365818038313108,1.0,1.0,1.0,0.036527361271131514,0.04497864094533202,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.771292112674328,1922.8087087363376,3771.018360943087,0.006212121212121212,0.36526447008531115,1.1672468755951977,1916.7953045528454,3866.7431965450955,0.009552238805970148,0.17409323591572176
14,200,9.135157015289465,24.668249309461473,23.73128201714952,155.98179857247953,24258.860671520233,53.5,39.785,25.43,1912.4583161396433,0.15237974511177796,58642748121.15307,27833565279.841427,0.6091187581419945,0.5566713055968284,108.38349940167504,1.0838349940167502,1874.4349448478536,3887.2782317281253,0.0074,0.01225,0.22171956320238034,96810.50319671631,85131.18529442545,85227.99579762216,24926.221363454497,0.9761486629523071,0.9761486629523071,0.5751631476022914,100.0,4.0,0.6501049148785403,0.8478910101427121,11.242834329605103,0.10838349940167503,1.0,1.0,1.0,0.023851337047692822,0.045675785076447324,0.2,0.29999999999999993,0.2,0.29999999999999993,0.05,0.2,0.1,0.6867646669933882,1797.2166690100275,3762.280105055481,0.009464285714285713,0.3516465364393169,1.2382512323036134,1904.4642743403413,3873.594108713353,0.006597222222222222,0.17119240694357166
