variant,n_seeds,throughput_Mbps_mean,throughput_Mbps_sd,throughput_Mbps_sem,throughput_Mbps_ci95,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_sem,mean_latency_ms_ci95,p95_latency_ms_mean,p95_latency_ms_sd,p95_latency_ms_sem,p95_latency_ms_ci95,deadline_satisfaction_pct_mean,deadline_satisfaction_pct_sd,deadline_satisfaction_pct_sem,deadline_satisfaction_pct_ci95,blocking_pct_mean,blocking_pct_sd,blocking_pct_sem,blocking_pct_ci95,avg_qoe_mean,avg_qoe_sd,avg_qoe_sem,avg_qoe_ci95,fairness_mean,fairness_sd,fairness_sem,fairness_ci95,energy_J_per_step_mean,energy_J_per_step_sd,energy_J_per_step_sem,energy_J_per_step_ci95,walltime_ms_per_step_mean,walltime_ms_per_step_sd,walltime_ms_per_step_sem,walltime_ms_per_step_ci95,mean_episode_return_mean,mean_episode_return_sd,mean_episode_return_sem,mean_episode_return_ci95
no_neighbor,3,197.36863777496546,0.07277500109599133,0.04201666647304591,0.18079771583351653,144.8366321240105,13.041815800117138,7.529695862919145,32.40028129814108,446.35475575013544,15.026902044805448,8.675785940654563,37.33190690263658,52.000416666666666,3.2203239527533696,1.8592549009999577,8.000373839002817,0.0,0.0,0.0,0.0,0.7662089645479723,0.007369304759104465,0.004254670086409353,0.018307845381819447,0.9696304707257578,0.0009176277260492449,0.0005297926146503958,0.002279697620840653,484113.4927636189,17724.19113662353,10233.066523897975,44032.885252332984,15.768891870975494,0.12764371839483862,0.07369513517562487,0.3171101666607138,104.67636926309451,2.4526244524215155,1.4160233878266206,6.093148637817949
full,3,197.12994218923745,0.49064252613161813,0.2832725945379677,1.218921974296875,145.01250578816004,12.485498152567509,7.208505719351427,31.01820011036919,447.27694963560793,14.528110488200884,8.387808501179407,36.09273998057499,51.98322916666667,3.1165842356941167,1.7993607474301425,7.742649296191903,0.0,0.0,0.0,0.0,0.765818718091134,0.007316107580949446,0.004223956681281425,0.01817568559955397,0.9698903319688469,0.0011202161198337628,0.000646757078336581,0.002782995708082308,483010.5711489273,29005.31038047777,16746.22375609749,72059.0008224875,15.900340537230173,0.16942208414029145,0.0978158858850647,0.42090175696343335,104.64188029348414,2.56370326828307,1.480154772065554,6.369105984198078
