run_id,method,variant,scenario,seed,experiment,num_bs,num_users,num_eval_episodes,throughput_Mbps,mean_latency_ms,p95_latency_ms,deadline_satisfaction,deadline_satisfaction_pct,blocking_rate,blocking_pct,avg_qoe,fairness,energy_J_per_step,walltime_ms_per_step,mean_episode_return,eval_user_steps_csv,code_version,algorithm_backend,ray_version,torch_version,final_checkpoint,training_iterations,training_env_steps,training_walltime_s
cent_ppo__full__urban__bs4__u80__main__seed42,cent_ppo,full,urban,42,main,4,80,20,194.71791526768723,148.39592498910088,455.6972132631147,0.512953125,51.2953125,0.0,0.0,0.761572924259518,0.964540834993249,493076.42710031866,18.50565755367279,103.45825360919072,/home/umb/Desktop/mappo2/paper_results_v51_final/runs/cent_ppo__full__urban__bs4__u80__main__seed42/eval_user_steps.csv,2026-08-26-paper-suite-v5.1-a2c-compat-scalability,rllib_ppo,2.49.2,2.7.1+cu128,/home/umb/Desktop/mappo2/paper_results_v51_final/runs/cent_ppo__full__urban__bs4__u80__main__seed42/checkpoints/final,200,200000,3885.9587893486014
