scenario,n_seeds,throughput_Mbps_mean,throughput_Mbps_sd,throughput_Mbps_sem,throughput_Mbps_ci95,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_sem,mean_latency_ms_ci95,p95_latency_ms_mean,p95_latency_ms_sd,p95_latency_ms_sem,p95_latency_ms_ci95,deadline_satisfaction_pct_mean,deadline_satisfaction_pct_sd,deadline_satisfaction_pct_sem,deadline_satisfaction_pct_ci95,blocking_pct_mean,blocking_pct_sd,blocking_pct_sem,blocking_pct_ci95,avg_qoe_mean,avg_qoe_sd,avg_qoe_sem,avg_qoe_ci95,fairness_mean,fairness_sd,fairness_sem,fairness_ci95,energy_J_per_step_mean,energy_J_per_step_sd,energy_J_per_step_sem,energy_J_per_step_ci95,walltime_ms_per_step_mean,walltime_ms_per_step_sd,walltime_ms_per_step_sem,walltime_ms_per_step_ci95,mean_episode_return_mean,mean_episode_return_sd,mean_episode_return_sem,mean_episode_return_ci95
urban,3,197.12994218923745,0.49064252613161813,0.2832725945379677,1.218921974296875,145.01250578816004,12.485498152567509,7.208505719351427,31.01820011036919,447.27694963560793,14.528110488200884,8.387808501179407,36.09273998057499,51.98322916666667,3.1165842356941167,1.7993607474301425,7.742649296191903,0.0,0.0,0.0,0.0,0.765818718091134,0.007316107580949446,0.004223956681281425,0.01817568559955397,0.9698903319688469,0.0011202161198337628,0.000646757078336581,0.002782995708082308,483010.5711489273,29005.31038047777,16746.22375609749,72059.0008224875,15.900340537230173,0.16942208414029145,0.0978158858850647,0.42090175696343335,104.64188029348414,2.56370326828307,1.480154772065554,6.369105984198078
highway,3,188.11151191984789,0.008756514320621562,0.005055575900173672,0.021754143098447313,144.10027962731564,13.132504926151391,7.582055254247592,32.62558375902739,444.0977372868122,14.988264961875673,8.653478810424357,37.235919321256006,52.1209375,3.264627404443539,1.8848335107593066,8.110438596797296,0.0,0.0,0.0,0.0,0.7672782229958456,0.007380040235135185,0.0042608682163855684,0.018334515935107102,0.973674173153352,0.00032835076916764964,0.0001895734049675632,0.0008157343615754245,490963.6669070279,10106.102088580144,5834.760761299586,25106.97555587212,16.116154233614605,0.2335873871479848,0.13486174084919036,0.5803100708740662,104.09329802536301,2.3984167514193953,1.3847265570608958,5.958478375033034
mixed,3,192.27807072639925,0.015850969365206465,0.009151561429918464,0.039379168832939154,143.4881361314317,13.219996490766519,7.632568532629958,32.84294239590671,441.5659139255492,15.648867586040732,9.034877913313426,38.877079660987675,52.194375,3.253596252490274,1.8784646722096174,8.083033484517983,0.0004166666666666667,0.0007216878364870322,0.0004166666666666667,0.0017929166666666668,0.7693592888724341,0.00745522968565843,0.004304278865885384,0.018521311959904807,0.9733354747088176,0.0009670345538453545,0.0005583176599782851,0.0024024408908865607,499397.4430352591,661.1022732874951,381.6875754444089,1642.4016371372913,15.80793191989263,0.17066346486294962,0.0985325973794582,0.42398576652380865,104.43026078895558,2.3817467277940945,1.3751021144334308,5.917064398407052
