algorithm,task_group,n_seeds,deadline_hits_pooled,deadline_candidates_pooled,n_rows_pooled,deadline_satisfaction_pct_pooled,deadline_satisfaction_pct_mean,deadline_satisfaction_pct_sd,deadline_satisfaction_pct_ci95,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_ci95,p95_latency_ms_mean,p95_latency_ms_sd,p95_latency_ms_ci95,avg_qoe_mean,avg_qoe_sd,avg_qoe_ci95
Cent-PPO,heavy,3,207270,671232,671232,30.87904033180778,30.879040331807783,3.21531924380682,7.987940449345368,205.6798689462072,11.397423674929373,28.31505511207172,482.5749834961154,15.531769225736314,38.58616773035144,0.7277818689286333,0.0084688854153813,0.0210395756193409
Cent-PPO,light,3,288768,288768,288768,100.0,100.0,0.0,0.0,9.291848383625313,5.616399415513594,13.95303566116316,25.212991344244923,19.02851799906579,47.2732743128403,0.8468058053704167,0.0007734919889085,0.0019216157018773
Cent-PPO,overall,3,496038,960000,960000,51.670625,51.670625,2.2481512152697287,5.5851679621822825,146.60635236098256,9.656689479480308,23.990482639783284,452.0521442926224,14.630270613303251,36.34654028273385,0.7635842690103217,0.006033444657332,0.014989117090012
MAPPO,heavy,3,206661,671232,671232,30.78831164187643,30.78831164187643,4.995097914764437,12.409512603963634,206.9593868536393,18.006305329131095,44.73375231988971,479.8200428147729,21.19162596280202,52.64716607587789,0.7254806224529337,0.0117274766603761,0.0291350183545883
MAPPO,light,3,288396,288768,288768,99.87117686170212,99.87117686170212,0.2088982501256119,0.5189739044388642,8.564742291429246,8.325869129857907,20.684274796802637,16.131849750846815,21.882744345581667,54.364137880691736,0.8459074951759212,0.0026403177086818,0.0065594421657899
MAPPO,overall,3,495057,960000,960000,51.5684375,51.56843750000001,3.4655173422187264,8.609517144879817,147.2822777693265,15.07112954606436,37.44178297387276,451.3770213356038,21.071991931542826,52.349954681004974,0.7617050257680081,0.0078363783522207,0.0194682141552968
MA-A2C,heavy,3,209950,671232,671232,31.27830615942029,31.278306159420293,1.232589176580326,3.0621683865438394,204.76837326434423,4.149971969720093,10.309933927844922,480.9928157568153,4.1767820662320805,10.376539274978478,0.7302749771561015,0.0028148418468769,0.0069930191505827
MA-A2C,light,3,26808,288768,288768,9.283577127659576,9.283577127659576,5.231215586556581,12.996108757657115,277.13979847056123,69.92982394993433,173.72933354011985,468.8533749111202,118.88509050841608,295.3507727499913,0.6696287182136825,0.0679173515304616,0.1687296714152277
