run_id,algorithm,method,seed,num_bs,num_users,n_eval_episodes,service_class,n_rows,deadline_candidates,deadline_hits,deadline_satisfaction_pct,mean_latency_ms,p95_latency_ms,avg_qoe
cent_ppo__full__urban__bs4__u80__main__seed42,Cent-PPO,cent_ppo,42,4,80,20,infotainment,230200,230200,118137,51.31928757602085,148.33583532734843,454.7919657890519,0.7016885856383995
cent_ppo__full__urban__bs4__u80__main__seed42,Cent-PPO,cent_ppo,42,4,80,20,safety,89800,89800,46008,51.23385300668152,148.54996329795856,458.09390774638007,0.915084892528799
cent_ppo__full__urban__bs4__u80__main__seed43,Cent-PPO,cent_ppo,43,4,80,20,infotainment,230200,230200,124465,54.06820156385752,136.15752720098249,435.4178074731246,0.7109640476119536
cent_ppo__full__urban__bs4__u80__main__seed43,Cent-PPO,cent_ppo,43,4,80,20,safety,89800,89800,48600,54.12026726057906,136.23780046873418,436.9937358574852,0.9226430709400506
cent_ppo__full__urban__bs4__u80__main__seed44,Cent-PPO,cent_ppo,44,4,80,20,infotainment,230200,230200,114380,49.687228496959165,155.06185338579533,463.8358458042143,0.6994092630239119
cent_ppo__full__urban__bs4__u80__main__seed44,Cent-PPO,cent_ppo,44,4,80,20,safety,89800,89800,44448,49.496659242761694,155.70764339490404,466.4175871906807,0.911094416570938
mappo__full__urban__bs4__u80__main__seed42,MAPPO,mappo,42,4,80,20,infotainment,230200,230200,109718,47.66203301476977,164.36333190560353,474.0714659886638,0.6946817321520684
mappo__full__urban__bs4__u80__main__seed42,MAPPO,mappo,42,4,80,20,safety,89800,89800,42598,47.43652561247216,164.6437575723786,475.5573685712909,0.9049960105189876
