method,task_type,n_seeds,deadline_satisfaction_pct_mean,deadline_satisfaction_pct_sd,deadline_satisfaction_pct_sem,deadline_satisfaction_pct_ci95,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_sem,mean_latency_ms_ci95,p95_latency_ms_mean,p95_latency_ms_sd,p95_latency_ms_sem,p95_latency_ms_ci95,mean_qoe_mean,mean_qoe_sd,mean_qoe_sem,mean_qoe_ci95,deadline_hits_pooled,deadline_candidates_pooled,deadline_satisfaction_pct_pooled
cent_ppo,heavy,3,30.879040331807783,3.2153192438068197,1.8563654309424513,7.987940449345368,205.6798689462072,11.397423674929371,6.580305626788687,28.315055112071718,482.5749834961154,15.531769225736344,8.967271143470024,38.58616773035151,0.7277818689286333,0.008468885415381334,0.004889513274306509,0.021039575619340906,207270,671232,30.87904033180778
cent_ppo,light,3,100.0,0.0,0.0,0.0,9.291848383625313,5.616399415513594,3.2426297144232303,13.95303566116316,25.212991344244923,19.02851799906579,10.986119989040274,47.2732743128403,0.8468058053704167,0.0007734919889085956,0.00044657580801239674,0.0019216157018773431,288768,288768,100.0
ma_a2c,heavy,3,31.278306159420293,1.2325891765803259,0.7116356928988703,3.062168386543839,204.76837326434426,4.149971969720093,2.3959874338472975,10.309933927844922,480.99281575681533,4.176782066232065,2.4114662502854842,10.37653927497844,0.7302749771561015,0.0028148418468769408,0.0016251496980206252,0.00699301915058275,209950,671232,31.27830615942029
ma_a2c,light,3,9.283577127659575,5.231215586556581,3.0202437270874083,12.996108757657117,277.13979847056123,69.92982394993435,40.374002681877734,173.72933354011988,468.8533749111202,118.88509050841606,68.63833900766704,295.3507727499913,0.6696287182136826,0.0679173515304616,0.03921210118875845,0.16872967141522763,26808,288768,9.283577127659575
mappo,heavy,3,30.78831164187643,4.995097914764437,2.8839211257177864,12.409512603963634,206.9593868536393,18.006305329131095,10.39594522888443,44.7337523198897,479.82004281477293,21.191625962802025,12.234990954189612,52.647166075877905,0.7254806224529338,0.011727476660376292,0.006770861806783306,0.029135018354588565,206661,671232,30.78831164187643
mappo,light,3,99.87117686170212,0.2088982501256119,0.1206074609432638,0.5189739044388642,8.564742291429246,8.325869129857907,4.806942783361058,20.684274796802633,16.131849750846815,21.882744345581667,12.634008338529338,54.364137880691736,0.8459074951759212,0.0026403177086818286,0.0015243881398535896,0.006559442165789996,288396,288768,99.87117686170212
ours,heavy,3,31.326128670861937,4.457357316496162,2.573456446553407,11.07358308951931,203.90772960534755,14.343370116753375,8.281148597993996,35.63378241716816,476.2914277158159,14.93949230519902,8.625319903962998,37.11475154675278,0.7303647355672025,0.010270415985021993,0.0059296274336418835,0.025515186846961024,210271,671232,31.326128670861937
ours,light,3,100.0,0.0,0.0,0.0,8.112437659910494,8.290188063567129,4.786342310133104,20.59563096050275,15.760669765610798,21.29625335761473,12.295397608749337,52.9070959104484,0.8482303689579324,0.00046176466442143446,0.0002665999533059724,0.0011471795990755994,288768,288768,100.0
