num_bs,num_users,users_per_bs,n_seeds,throughput_Mbps_mean,throughput_Mbps_sd,throughput_Mbps_sem,throughput_Mbps_ci95,mean_latency_ms_mean,mean_latency_ms_sd,mean_latency_ms_sem,mean_latency_ms_ci95,p95_latency_ms_mean,p95_latency_ms_sd,p95_latency_ms_sem,p95_latency_ms_ci95,deadline_satisfaction_pct_mean,deadline_satisfaction_pct_sd,deadline_satisfaction_pct_sem,deadline_satisfaction_pct_ci95,blocking_pct_mean,blocking_pct_sd,blocking_pct_sem,blocking_pct_ci95,avg_qoe_mean,avg_qoe_sd,avg_qoe_sem,avg_qoe_ci95,fairness_mean,fairness_sd,fairness_sem,fairness_ci95,energy_J_per_step_mean,energy_J_per_step_sd,energy_J_per_step_sem,energy_J_per_step_ci95,walltime_ms_per_step_mean,walltime_ms_per_step_sd,walltime_ms_per_step_sem,walltime_ms_per_step_ci95,mean_episode_return_mean,mean_episode_return_sd,mean_episode_return_sem,mean_episode_return_ci95,training_env_steps_mean,training_env_steps_sd,training_env_steps_sem,training_env_steps_ci95,training_iterations_mean,training_iterations_sd,training_iterations_sem,training_iterations_ci95,training_walltime_s_mean,training_walltime_s_sd,training_walltime_s_sem,training_walltime_s_ci95
4,80,20.0,3,197.12994218923745,0.4906425261316262,0.2832725945379724,1.218921974296895,145.01250578816004,12.485498152567509,7.208505719351427,31.01820011036919,447.27694963560793,14.528110488200884,8.387808501179407,36.09273998057499,51.98322916666667,3.1165842356941167,1.7993607474301423,7.742649296191903,0.0,0.0,0.0,0.0,0.765818718091134,0.0073161075809494,0.0042239566812814,0.0181756855995539,0.9698903319688468,0.0011202161198338,0.0006467570783366,0.0027829957080825,483010.5711489274,29005.31038047773,16746.223756097468,72059.0008224874,15.900340537230171,0.1694220841402915,0.0978158858850647,0.4209017569634337,104.64188029348414,2.56370326828307,1.480154772065554,6.369105984198078,200000.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,4594.469762404759,22.527851869985295,13.006461341400026,55.96680315204432
8,160,20.0,3,381.7391899548202,1.2072224099322006,0.6969901833461049,2.999148758938289,154.39514777885609,9.953304607968189,5.746543094736776,24.727374936652343,463.8978403871458,12.183853907654234,7.034351333351246,30.26881378741041,50.41463541666667,2.647255660594965,1.5283937682582636,6.576678384815308,0.4290104166666666,0.2782566548180309,0.1606515545629949,0.6912836392845673,0.755466532962468,0.0057329240253308,0.0033099052292684,0.014242522201542,0.968243716700664,0.0004345600847517,0.0002508933819105,0.0010795942223609,953364.9451372842,40700.49035631727,23498.439063369544,101113.78328967917,109.16664729515712,0.4489290268718456,0.2591892945114968,1.115291534282971,102.28348951241423,1.292877861286493,0.7464433812430644,3.2119458694889063,200000.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,24992.334187666576,118.149585343705,68.21369490283075,293.52352916688073
