algorithm,env_steps,n_seeds,return_mean,return_sd
Cent-PPO,1000.0,3,7.2320030522012,0.5502629912331013
Cent-PPO,2000.0,3,7.815619666554394,0.3738947542376992
Cent-PPO,3000.0,3,8.937634680032424,0.4692295451688277
Cent-PPO,4000.0,3,9.786435484149312,0.2941668820762553
Cent-PPO,5000.0,3,10.57947323299335,0.2291743617425608
Cent-PPO,6000.0,3,11.466045593282953,0.2226869513678488
Cent-PPO,7000.0,3,12.330756218517806,0.2202633688462547
Cent-PPO,8000.0,3,13.229693568585544,0.1633237698549821
